@RELATION reputation

@ATTRIBUTE perc_neutral REAL
@ATTRIBUTE polarity_maxnegative REAL
@ATTRIBUTE has_posIntensifier REAL
@ATTRIBUTE has_negation REAL
@ATTRIBUTE polarity_maxpositive REAL
@ATTRIBUTE perc_negatives REAL
@ATTRIBUTE has_positive REAL
@ATTRIBUTE polarity_value REAL
@ATTRIBUTE has_qtdPunctuation REAL
@ATTRIBUTE has_excl REAL
@ATTRIBUTE polarity_qtdneutral REAL
@ATTRIBUTE neutral_entropy_value REAL
@ATTRIBUTE has_entities REAL
@ATTRIBUTE positive_entropy_value REAL
@ATTRIBUTE has_uppercase REAL
@ATTRIBUTE polarity_qtdnegative REAL
@ATTRIBUTE has_negIntensifier REAL
@ATTRIBUTE polarity_qtdpositive REAL
@ATTRIBUTE has_questionmark REAL
@ATTRIBUTE has_url REAL
@ATTRIBUTE has_negative REAL
@ATTRIBUTE perc_positives REAL
@ATTRIBUTE polarity_url REAL
@ATTRIBUTE negative_entropy_value REAL
@ATTRIBUTE class {"POSITIVE", "NEGATIVE", "NEUTRAL"}

@DATA
0.888888888889, 0, 0, 0, 2, 0, 1, 3, 4, 0, 16, 0, 0, 0.0107311153505, 2, 0, 0, 2, 0, 0, 0, 0.111111111111, 0, 0, POSITIVE
0.714285714286, 0, 0, 0, 4, 0, 1, 6, 1, 0, 5, 0, 0, 0.0108946081115, 0, 0, 0, 2, 0, 0, 0, 0.285714285714, 0, 0, NEUTRAL
1.0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 18, 0, 0, 0.00723101120286, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 14, 0.000585954542004, 0, 0.00399034669146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEUTRAL
1.0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 8, 0, 0, 0.00132448630353, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 12, 0, 0, 0.00417122910187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.866666666667, 0, 0, 0, 2, 0, 1, 4, 2, 1, 13, 0, 0, 0.00713551736412, 3, 0, 0, 2, 0, 0, 0, 0.133333333333, 0, 0, POSITIVE
0.8, 0, 0, 0, 1, 0, 1, 3, 4, 0, 12, 0, 0, 0.00113208629846, 3, 0, 0, 3, 0, 0, 0, 0.2, 0, 0, POSITIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 20, 0, 0, 0.00753157110768, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.954545454545, 0, 0, 0, 1, 0, 1, 1, 6, 0, 21, 0.000366749204266, 0, 0.0105323057086, 0, 0, 0, 1, 1, 0, 0, 0.0454545454545, 0, 0, NEUTRAL
0.958333333333, 0, 0, 0, 3, 0, 1, 3, 6, 1, 23, 0, 0, 0.0108831423996, 0, 0, 0, 1, 1, 0, 0, 0.0416666666667, 0, 0, POSITIVE
0.944444444444, 0, 0, 0, 1, 0, 1, 1, 4, 0, 17, 0.000195318180668, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0555555555556, 0, 0, NEUTRAL
1.0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 17, 0.000881042275059, 0, 0.00132635296855, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEUTRAL
0.928571428571, -2, 0, 0, 0, 0.0714285714286, 0, -2, 2, 0, 13, 0, 0, 0.00604307342974, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, NEUTRAL
0.9375, -3, 0, 0, 0, 0.0625, 0, -3, 1, 0, 15, 0, 0, 0.00325396559892, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, POSITIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 14, 0.000529164169696, 0, 0.00213931974795, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEUTRAL
1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.75, -2, 0, 0, 0, 0.25, 0, -4, 0, 0, 6, 0, 0, 0.00304410953782, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, POSITIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 22, 0, 0, 0.00591052642033, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 12, 0, 0, 0.0033539273919, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 12, 0.000562067384934, 0, 0.0037352489744, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, NEUTRAL
1.0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 17, 0.00438790797423, 0, 0.00761696892552, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00132015158696, NEUTRAL
0.857142857143, 0, 0, 0, 4, 0, 1, 7, 2, 0, 12, 0, 0, 0.00678643652705, 0, 0, 0, 2, 0, 0, 0, 0.142857142857, 0, 0, POSITIVE
0.882352941176, -3, 0, 0, 2, 0.0588235294118, 1, -1, 4, 0, 15, 0, 0, 0.0134097273399, 0, 1, 0, 1, 1, 0, 1, 0.0588235294118, 0, 0, NEUTRAL
0.777777777778, -5, 1, 1, 2, 0.111111111111, 1, -1, 5, 0, 15, 0, 0, 0.00161013311052, 0, 3, 0, 1, 0, 0, 1, 0.0555555555556, 0, 0, POSITIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0.000685724094391, 0, 0.00377888964019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEUTRAL
1.0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 18, 0, 0, 0.00362828844736, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.75, 0, 0, 0, 3, 0, 1, 4, 1, 0, 6, 0, 0, 0.00170871480383, 0, 0, 0, 2, 0, 0, 0, 0.25, 0, 0, NEGATIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 10, 0, 0, 0.000829916138495, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000708476778158, NEGATIVE
0.9, 0, 0, 0, 2, 0, 1, 2, 2, 0, 9, 0, 0, 0.00140484862135, 0, 0, 0, 1, 0, 0, 0, 0.1, 0, 0, POSITIVE
0.833333333333, 0, 0, 0, 3, 0, 1, 3, 0, 0, 5, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0.166666666667, 0, 0, POSITIVE
0.916666666667, -3, 0, 0, 0, 0.0833333333333, 0, -3, 1, 0, 11, 0, 0, 0.0020723088134, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, POSITIVE
0.888888888889, 0, 0, 0, 2, 0, 1, 2, 0, 0, 8, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.111111111111, 0, 0, POSITIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0.00402029112705, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEGATIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0.00360435221569, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0.000986242000287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEUTRAL
0.941176470588, 0, 0, 0, 2, 0, 1, 2, 1, 0, 16, 0, 0, 0.00499632952926, 0, 0, 0, 1, 0, 0, 0, 0.0588235294118, 0, 0, NEGATIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0.00331295119633, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.6, 0, 0, 0, 4, 0, 1, 12, 2, 1, 6, 0, 0, 0.0017035139164, 0, 0, 0, 4, 0, 0, 0, 0.4, 0, 0, POSITIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0.000205678883024, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 10, 0.0023962273354, 0, 0.0055405604353, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.916666666667, 0, 0, 0, 0, 0, 0, -1, 1, 0, 12, 0, 0, 0.00793371458391, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0.003247427817, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.933333333333, -2, 0, 1, 0, 0.0666666666667, 0, -2, 3, 0, 14, 0, 0, 0.00381425177902, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.000903794958826, NEGATIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 0, 0, 0.00312756591969, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000354238389079, NEGATIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 16, 0, 0, 0.000205678883024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.916666666667, -3, 0, 0, 3, 0.0416666666667, 1, 0, 8, 1, 22, 0, 0, 0.0131057496514, 1, 1, 0, 1, 0, 0, 1, 0.0416666666667, 0, 0, POSITIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 14, 0, 0, 0.00440515614481, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.916666666667, 0, 0, 0, 2, 0, 1, 2, 1, 0, 11, 0, 0, 0.0099276335943, 0, 0, 0, 1, 0, 0, 0, 0.0833333333333, 0, 0.00107522598242, NEGATIVE
0.9375, 0, 0, 0, 0, 0, 0, -1, 3, 0, 16, 0, 0, 0.00114723713448, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, NEGATIVE
0.95652173913, 0, 0, 0, 1, 0, 1, 1, 6, 0, 22, 0, 0, 0.00877465788059, 0, 0, 0, 1, 0, 0, 0, 0.0434782608696, 0, 0.000457077830591, NEGATIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.833333333333, -2, 0, 0, 2, 0.0555555555556, 1, 2, 4, 0, 15, 0, 0, 0.0077876292123, 0, 1, 0, 2, 1, 0, 1, 0.111111111111, 0, 0, POSITIVE
0.8, -4, 0, 1, 1, 0.1, 1, -5, 0, 0, 8, 0.000529164169696, 0, 0.00383544070762, 0, 1, 0, 1, 0, 0, 1, 0.1, 0, 0.000720987593345, NEUTRAL
1.0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEGATIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 13, 0, 0, 0.00379440592708, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.000457077830591, POSITIVE
0.9, 0, 0, 0, 0, 0, 0, -1, 1, 0, 10, 0.000596315244358, 0, 0.00278929618366, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, NEUTRAL
1.0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 7, 0, 0, 0.00342123125854, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 15, 0, 0, 0.00629181771284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.923076923077, 0, 0, 0, 1, 0, 1, 1, 1, 0, 12, 0, 0, 0.00936546185857, 0, 0, 0, 1, 0, 0, 0, 0.0769230769231, 0, 0, POSITIVE
0.894736842105, 0, 0, 0, 2, 0, 1, 4, 3, 0, 17, 0.000195318180668, 0, 0.00165066615785, 0, 0, 0, 2, 0, 0, 0, 0.105263157895, 0, 0, NEUTRAL
0.923076923077, 0, 0, 0, 1, 0, 1, 1, 2, 1, 12, 0, 0, 0.00460382513882, 0, 0, 0, 1, 0, 0, 0, 0.0769230769231, 0, 0.000354238389079, NEGATIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0.000389152932458, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 8, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 11, 0, 0, 0.0043677484789, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 9, 0, 0, 0.00315771496457, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.923076923077, -3, 0, 0, 0, 0.0769230769231, 0, -3, 1, 0, 12, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.00469184338028, NEGATIVE
0.75, 0, 0, 0, 2, 0, 1, 6, 0, 0, 9, 0, 0, 0.0158605495786, 0, 0, 0, 3, 0, 0, 0, 0.25, 0, 0, POSITIVE
0.882352941176, -2, 0, 0, 0, 0.117647058824, 0, -4, 3, 0, 15, 0, 0, 0.000914155661182, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, NEGATIVE
0.916666666667, -2, 0, 0, 0, 0.0833333333333, 0, -2, 1, 0, 11, 0, 0, 0.0025161722743, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, POSITIVE
1.0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 9, 0.000366749204266, 0, 0.00138312645664, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEUTRAL
1.0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 8, 0, 0, 0.00175798873683, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0.00235876198167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.8, 0, 0, 0, 4, 0, 1, 6, 0, 0, 8, 0, 0, 0.00315539726286, 0, 0, 0, 2, 0, 0, 0, 0.2, 0, 0, POSITIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0.00392608208788, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEUTRAL
1.0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 27, 0, 0, 0.00432086994836, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 30, 0.000895913373962, 0, 0.00738801190985, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEUTRAL
1.0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 13, 0.00206075126616, 0, 0.00863508610165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEUTRAL
0.9375, 0, 0, 0, 0, 0, 0, -1, 2, 0, 16, 0.00112413476987, 0, 0.00760277379377, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, NEUTRAL
1.0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 21, 0.00156676636945, 0, 0.0108910697889, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEUTRAL
0.875, 0, 1, 0, 1, 0, 1, 1, 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.125, 0, 0, POSITIVE
0.9375, -2, 0, 0, 0, 0.0625, 0, -2, 1, 1, 15, 0, 0, 0.00611467781258, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0.00216545660512, NEGATIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 26, 0, 0, 0.0034518998632, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00208592059946, NEGATIVE
0.888888888889, 0, 0, 0, 3, 0, 1, 3, 0, 0, 8, 0, 0, 0.00242931764003, 0, 0, 0, 1, 0, 0, 0, 0.111111111111, 0, 0, POSITIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 18, 0, 0, 0.00975703069182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0026530119507, NEGATIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0.00201171467751, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.875, 0, 0, 0, 2, 0, 1, 2, 0, 0, 7, 0, 0, 0.00469068025647, 0, 0, 0, 1, 0, 0, 0, 0.125, 0, 0, NEGATIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0.00359160409832, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0.00101673604176, NEGATIVE
0.714285714286, -2, 0, 0, 2, 0.142857142857, 1, 0, 0, 0, 5, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0.142857142857, 0, 0.000354238389079, NEGATIVE
0.944444444444, 0, 0, 0, 2, 0, 1, 2, 3, 0, 17, 0.0009288165892, 0, 0.00459927496978, 0, 0, 0, 1, 0, 0, 0, 0.0555555555556, 0, 0, NEUTRAL
0.857142857143, -2, 0, 1, 0, 0.142857142857, 0, -4, 0, 0, 12, 0, 0, 0.000720504924465, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, POSITIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0.00133663667677, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, POSITIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.818181818182, 0, 0, 0, 1, 0, 1, 0, 2, 0, 10, 0, 0, 0.0019560359759, 0, 1, 0, 1, 1, 0, 0, 0.0909090909091, 0, 0, NEUTRAL
0.909090909091, -2, 0, 0, 0, 0.0909090909091, 0, -2, 1, 0, 10, 0, 0, 0.00672597636904, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, POSITIVE
0.941176470588, 0, 0, 0, 3, 0, 1, 3, 5, 1, 16, 0, 0, 0.00104533787355, 0, 0, 0, 1, 1, 0, 0, 0.0588235294118, 0, 0, POSITIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 13, 0.000366749204266, 0, 0.00815346292869, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEUTRAL
1.0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 15, 0.000195318180668, 0, 0.0132793204223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEUTRAL
1.0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 8, 0, 0, 0.00322596054058, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.769230769231, -3, 1, 0, 2, 0.153846153846, 1, -3, 2, 0, 10, 0.000195318180668, 0, 0, 0, 2, 0, 1, 1, 0, 1, 0.0769230769231, 0, 0.00222320786945, NEUTRAL
1.0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 17, 0.000585954542004, 0, 0.00456275947398, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.00356637565069, NEUTRAL
0.85, 0, 0, 0, 1, 0, 1, 3, 2, 0, 17, 0, 0, 0.00567756062509, 0, 0, 0, 3, 0, 0, 0, 0.15, 0, 0, POSITIVE
0.875, 0, 0, 0, 2, 0, 1, 2, 0, 0, 7, 0, 0, 0.0040369800552, 0, 0, 0, 1, 0, 0, 0, 0.125, 0, 0, NEGATIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0.00159540830243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0.00195172045725, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEUTRAL
0.95, 0, 0, 0, 3, 0, 1, 3, 8, 0, 19, 0.000549556569747, 0, 0.0018302141739, 0, 0, 0, 1, 0, 0, 0, 0.05, 0, 0.000354238389079, NEGATIVE
0.764705882353, -3, 0, 0, 1, 0.117647058824, 1, -5, 3, 0, 14, 0, 0, 0.00642427131714, 0, 3, 0, 1, 0, 0, 1, 0.0588235294118, 0, 0.00202788968879, NEGATIVE
0.75, 0, 0, 0, 3, 0, 1, 5, 0, 0, 6, 0, 0, 0.00141877673525, 0, 0, 0, 2, 0, 0, 0, 0.25, 0, 0, POSITIVE
