@RELATION reputation

@ATTRIBUTE perc_neutral REAL
@ATTRIBUTE polarity_maxnegative REAL
@ATTRIBUTE has_posIntensifier REAL
@ATTRIBUTE has_negation REAL
@ATTRIBUTE polarity_maxpositive REAL
@ATTRIBUTE perc_negatives REAL
@ATTRIBUTE has_positive REAL
@ATTRIBUTE polarity_value REAL
@ATTRIBUTE has_qtdPunctuation REAL
@ATTRIBUTE polarity_qtdneutral REAL
@ATTRIBUTE neutral_entropy_value REAL
@ATTRIBUTE has_entities REAL
@ATTRIBUTE positive_entropy_value REAL
@ATTRIBUTE has_uppercase REAL
@ATTRIBUTE polarity_qtdnegative REAL
@ATTRIBUTE has_negIntensifier REAL
@ATTRIBUTE polarity_qtdpositive REAL
@ATTRIBUTE has_questionmark REAL
@ATTRIBUTE has_url REAL
@ATTRIBUTE has_negative REAL
@ATTRIBUTE perc_positives REAL
@ATTRIBUTE has_exclamationmark REAL
@ATTRIBUTE polarity_url REAL
@ATTRIBUTE negative_entropy_value REAL
@ATTRIBUTE class {"POSITIVE", "NEGATIVE", "NEUTRAL"}

@DATA
0.0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 0.0101949223153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.000195318180668, 1, 0.00395556485486, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEUTRAL
0.0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0.0043831435082, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, NEUTRAL
0.0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 0.00640670598437, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0.00502564667198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEUTRAL
0.0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0.0033857737658, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 1, 0.00475736826592, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0026266832223, NEGATIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 0.00348496324576, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, POSITIVE
0.0, 0, 0, 1, 0, 0, 0, 0, 4, 0, 0.000195318180668, 1, 0.0120998738313, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEUTRAL
0.0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0.000102839441512, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0.000195318180668, 1, 0.00200201291681, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, NEUTRAL
0.0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0.00512163387295, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0.0109505666941, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 0.000102839441512, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0.00634314959279, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, NEUTRAL
0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.00488893393027, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 0.00813092769143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 0.00565085636105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 1, 0.00696811823808, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 1, 0.00677129190196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEUTRAL
0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.00339760273792, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0.0095284892973, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0.00156430033227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 1, 0.000296674193302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEGATIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000390636361336, 0, 0.00285001826332, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEUTRAL
0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000390636361336, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEUTRAL
0.0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0.00429085795118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.00353182132086, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0.00200073754426, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0.0131608389683, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.00591985102324, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0.00838339174353, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0.00204256079285, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00156629261151, NEGATIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0.0106261895904, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 1, 0, 0, 0, 0, 0, 7, 0, 0, 1, 0.00647332393627, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.00305276827687, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, -2, 0, 0, 0, 1, 0.00509426897127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEGATIVE
0.0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.00625926745155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0.00482680643498, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0.00374014962507, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0, 1, 0.000756602438884, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 1, 0.0167932962153, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.00194151383257, NEGATIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0.000195318180668, 1, 0.00102698583427, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, NEUTRAL
0.0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0.000102839441512, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0.00362224085282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000195318180668, 1, 0.00126702643693, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEUTRAL
0.0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 1, 0.00249959783434, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0018697081567, NEGATIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0.00396509835032, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 5, 3, 0, 0, 1, 0.0105753360061, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0.0055125143004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, -2, 4, 0, 0, 0, 0.0142160700489, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00350151277418, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 0.00401858820187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0012758995605, 0, 0.00290743916907, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEUTRAL
0.0, 0, 0, 0, 0, 0, 0, -3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.00423241947597, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0.005265899995, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEUTRAL
0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEUTRAL
0.0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0.000195318180668, 1, 0.01206741578, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEUTRAL
0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.0063064697008, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0.0127129950243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEGATIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0.0037699928158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0.00142347498063, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0.000860225007113, 1, 0.0114688123805, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.000549556569747, NEUTRAL
0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.00337842143559, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0.00409485106702, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000708476778158, NEGATIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0.00926300162937, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00146699681706, 1, 0.00313455342874, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEUTRAL
0.0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.000390636361336, 0, 0.00802242382273, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEUTRAL
0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEUTRAL
0.0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 1, 0.00323118475886, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEGATIVE
0.0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0.00019383475179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.00541297395303, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 1, 0.0083508300628, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, NEGATIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.0051290155648, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0.00695335335182, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, NEGATIVE
0.0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0.0040369800552, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEGATIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.000195318180668, 1, 0.00123379723526, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEUTRAL
0.0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0.00936856286806, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 1, 0.00782230469534, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0.00119166182238, NEUTRAL
0.0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 0.00746466364821, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, -3, 0, 0, 0, 1, 0.00445808161148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000354238389079, NEGATIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0.00276900596858, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000390636361336, 1, 0.00862860897574, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000549556569747, NEUTRAL
0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.000475677749416, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.0028273703917, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0.0064112646275, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.00114723713448, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEGATIVE
0.0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0.00335631144454, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 1, 0.00140484862135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0.000585954542004, 1, 0.0108228268777, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEUTRAL
0.0, 0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.00203346893629, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 0, 0, 0, 0, -2, 1, 0, 0.000195318180668, 1, 0.00300321606772, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEUTRAL
0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.0100537190834, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEGATIVE
0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.0040397221197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEUTRAL
0.0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0.00317825670166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
