@RELATION reputation

@ATTRIBUTE perc_neutral REAL
@ATTRIBUTE polarity_maxnegative REAL
@ATTRIBUTE has_posIntensifier REAL
@ATTRIBUTE has_negation REAL
@ATTRIBUTE sentence_length REAL
@ATTRIBUTE polarity_maxpositive REAL
@ATTRIBUTE perc_negatives REAL
@ATTRIBUTE has_positive REAL
@ATTRIBUTE polarity_value REAL
@ATTRIBUTE has_qtdPunctuation REAL
@ATTRIBUTE has_excl REAL
@ATTRIBUTE polarity_qtdneutral REAL
@ATTRIBUTE neutral_entropy_value REAL
@ATTRIBUTE positive_entropy_value REAL
@ATTRIBUTE has_uppercase REAL
@ATTRIBUTE polarity_qtdnegative REAL
@ATTRIBUTE has_negIntensifier REAL
@ATTRIBUTE polarity_qtdpositive REAL
@ATTRIBUTE has_questionmark REAL
@ATTRIBUTE has_url REAL
@ATTRIBUTE has_negative REAL
@ATTRIBUTE perc_positives REAL
@ATTRIBUTE polarity_url REAL
@ATTRIBUTE negative_entropy_value REAL
@ATTRIBUTE class {"POSITIVE", "NEGATIVE", "NEUTRAL"}

@DATA
0.875, 0, 0, 1, 16, 3, 0, 1, 3, 3, 0, 15, 0.00685023881646, 0.00665492063579, 0, 1, 0, 1, 0, 0, 0, 0.0625, 0, 0.00247560182674, NEUTRAL
0.888888888889, 0, 0, 0, 18, 2, 0, 1, 3, 4, 0, 16, 0.00881546619709, 0.0107311153505, 2, 0, 0, 2, 0, 0, 0, 0.111111111111, 0, 0.0104225970259, POSITIVE
0.714285714286, 0, 0, 0, 7, 4, 0, 1, 6, 1, 0, 5, 0.0108946081115, 0.0108946081115, 0, 0, 0, 2, 0, 0, 0, 0.285714285714, 0, 0.0108946081115, NEUTRAL
1.0, 0, 0, 0, 18, 0, 0, 0, 0, 2, 0, 18, 0.00653929386806, 0.00723101120286, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.00425650105361, POSITIVE
1.0, 0, 0, 0, 14, 0, 0, 0, 0, 3, 0, 14, 0.00429594166471, 0.00399034669146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00273973920826, NEUTRAL
1.0, 0, 0, 0, 8, 0, 0, 0, 0, 1, 0, 8, 0.00132448630353, 0.00132448630353, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00132448630353, POSITIVE
1.0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 0, 12, 0.00396555021885, 0.00417122910187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00324504529438, POSITIVE
0.866666666667, 0, 0, 0, 15, 2, 0, 1, 4, 2, 1, 13, 0.00635209196531, 0.00713551736412, 3, 0, 0, 2, 0, 0, 0, 0.133333333333, 0, 0.00442076627413, POSITIVE
0.8, 0, 0, 0, 15, 1, 0, 1, 3, 4, 0, 12, 0.00113208629846, 0.00113208629846, 3, 0, 0, 3, 0, 0, 0, 0.2, 0, 0.00113208629846, POSITIVE
1.0, 0, 0, 0, 20, 0, 0, 0, 0, 5, 0, 20, 0.00742873166616, 0.00753157110768, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00678162289315, POSITIVE
0.954545454545, 0, 0, 0, 22, 1, 0, 1, 1, 6, 0, 21, 0.0108990549128, 0.0105323057086, 0, 0, 0, 1, 1, 0, 0, 0.0454545454545, 0, 0.00615510943008, NEUTRAL
0.958333333333, 0, 0, 0, 24, 3, 0, 1, 3, 6, 1, 23, 0.0107803029581, 0.0108831423996, 0, 0, 0, 1, 1, 0, 0, 0.0416666666667, 0, 0.00824484425397, POSITIVE
0.944444444444, 0, 0, 0, 18, 1, 0, 1, 1, 4, 0, 17, 0.000195318180668, 0, 0, 0, 0, 1, 0, 0, 0, 0.0555555555556, 0, 0, NEUTRAL
1.0, 0, 0, 0, 17, 0, 0, 0, 0, 7, 0, 17, 0.00220739524361, 0.00132635296855, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEUTRAL
0.928571428571, -2, 0, 0, 14, 0, 0.0714285714286, 0, -2, 2, 0, 13, 0.00604307342974, 0.00604307342974, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.00515113748168, NEUTRAL
0.9375, -3, 0, 0, 16, 0, 0.0625, 0, -3, 1, 0, 15, 0.00325396559892, 0.00325396559892, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.00124738379989, POSITIVE
1.0, 0, 0, 0, 14, 0, 0, 0, 0, 1, 0, 14, 0.00266848391765, 0.00213931974795, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00140858930257, NEUTRAL
1.0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.75, -2, 0, 0, 8, 0, 0.25, 0, -4, 0, 0, 6, 0.00304410953782, 0.00304410953782, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, POSITIVE
1.0, 0, 0, 0, 22, 0, 0, 0, 0, 3, 0, 22, 0.00523065321677, 0.00591052642033, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00484150028431, POSITIVE
1.0, 0, 0, 0, 12, 0, 0, 0, 0, 3, 1, 12, 0.0033539273919, 0.0033539273919, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
1.0, 0, 0, 0, 12, 0, 0, 0, 0, 5, 0, 12, 0.00429731635933, 0.0037352489744, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.0037352489744, NEUTRAL
1.0, 0, 0, 0, 17, 0, 0, 0, 0, 4, 0, 17, 0.0133250284867, 0.00761696892552, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00893712051248, NEUTRAL
0.857142857143, 0, 0, 0, 14, 4, 0, 1, 7, 2, 0, 12, 0.00668359708554, 0.00678643652705, 0, 0, 0, 2, 0, 0, 0, 0.142857142857, 0, 0.00357254407322, POSITIVE
0.882352941176, -3, 0, 0, 17, 2, 0.0588235294118, 1, -1, 4, 0, 15, 0.0134097273399, 0.0134097273399, 0, 1, 0, 1, 1, 0, 1, 0.0588235294118, 0, 0.0104455267652, NEUTRAL
0.777777777778, -5, 1, 1, 18, 2, 0.111111111111, 1, -1, 5, 0, 15, 0.00115305527993, 0.00161013311052, 0, 3, 0, 1, 0, 0, 1, 0.0555555555556, 0, 0.00161013311052, POSITIVE
1.0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 10, 0.00446461373458, 0.00377888964019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00200855555714, NEUTRAL
1.0, 0, 0, 0, 18, 0, 0, 0, 0, 3, 0, 18, 0.00314224999559, 0.00362828844736, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00314224999559, POSITIVE
0.75, 0, 0, 0, 8, 3, 0, 1, 4, 1, 0, 6, 0.00170871480383, 0.00170871480383, 0, 0, 0, 2, 0, 0, 0, 0.25, 0, 0.00170871480383, NEGATIVE
1.0, 0, 0, 0, 10, 0, 0, 0, 0, 2, 0, 10, 0.000829916138495, 0.000829916138495, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00153839291665, NEGATIVE
0.9, 0, 0, 0, 10, 2, 0, 1, 2, 2, 0, 9, 0.000720504924465, 0.00140484862135, 0, 0, 0, 1, 0, 0, 0, 0.1, 0, 0, POSITIVE
0.833333333333, 0, 0, 0, 6, 3, 0, 1, 3, 0, 0, 5, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0.166666666667, 0, 0, POSITIVE
0.916666666667, -3, 0, 0, 12, 0, 0.0833333333333, 0, -3, 1, 0, 11, 0.000812193359151, 0.0020723088134, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.00126011545425, POSITIVE
0.888888888889, 0, 0, 0, 9, 2, 0, 1, 2, 0, 0, 8, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.111111111111, 0, 0, POSITIVE
1.0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 7, 0.00350151277418, 0.00360435221569, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
1.0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0.000986242000287, 0.000986242000287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000986242000287, NEUTRAL
0.941176470588, 0, 0, 0, 17, 2, 0, 1, 2, 1, 0, 16, 0, 0.00499632952926, 0, 0, 0, 1, 0, 0, 0, 0.0588235294118, 0, 0.00499632952926, NEGATIVE
1.0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 9, 0.00294896995521, 0.00331295119633, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.6, 0, 0, 0, 10, 4, 0, 1, 12, 2, 1, 6, 0.0017035139164, 0.0017035139164, 0, 0, 0, 4, 0, 0, 0, 0.4, 0, 0, POSITIVE
1.0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4, 0, 0.000205678883024, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
1.0, 0, 0, 0, 10, 0, 0, 0, 0, 2, 0, 10, 0.0023962273354, 0.0055405604353, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00543772099379, POSITIVE
0.916666666667, 0, 0, 0, 12, 0, 0, 0, -1, 1, 0, 12, 0.00678193227733, 0.00793371458391, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0.00477012627106, POSITIVE
1.0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 8, 0.003247427817, 0.003247427817, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.003247427817, POSITIVE
0.933333333333, -2, 0, 1, 15, 0, 0.0666666666667, 0, -2, 3, 0, 14, 0.00436380834877, 0.00381425177902, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.00471804673785, NEGATIVE
1.0, 0, 0, 0, 9, 0, 0, 0, 0, 1, 0, 9, 0.0023622288255, 0.00312756591969, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00348180430877, NEGATIVE
1.0, 0, 0, 0, 16, 0, 0, 0, 0, 3, 1, 16, 0, 0.000205678883024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.916666666667, -3, 0, 0, 24, 3, 0.0416666666667, 1, 0, 8, 1, 22, 0.0130029102099, 0.0131057496514, 1, 1, 0, 1, 0, 0, 1, 0.0416666666667, 0, 0.0119666485045, POSITIVE
1.0, 0, 0, 0, 14, 0, 0, 0, 0, 2, 1, 14, 0.0043023167033, 0.00440515614481, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.00225409881225, POSITIVE
0.916666666667, 0, 0, 0, 12, 2, 0, 1, 2, 1, 0, 11, 0.00746543981083, 0.0099276335943, 0, 0, 0, 1, 0, 0, 0, 0.0833333333333, 0, 0.0110028595767, NEGATIVE
0.9375, 0, 0, 0, 16, 0, 0, 0, -1, 3, 0, 16, 0, 0.00114723713448, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0.00114723713448, NEGATIVE
0.95652173913, 0, 0, 0, 23, 1, 0, 1, 1, 6, 0, 22, 0.00417255584565, 0.00877465788059, 0, 0, 0, 1, 0, 0, 0, 0.0434782608696, 0, 0.00923173571119, NEGATIVE
1.0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.833333333333, -2, 0, 0, 18, 2, 0.0555555555556, 1, 2, 4, 0, 15, 0.00723955607143, 0.0077876292123, 0, 1, 0, 2, 1, 0, 1, 0.111111111111, 0, 0.0077876292123, POSITIVE
0.8, -4, 0, 1, 10, 1, 0.1, 1, -5, 0, 0, 8, 0.00508559247066, 0.00383544070762, 0, 1, 0, 1, 0, 0, 1, 0.1, 0, 0.00455642830096, NEUTRAL
1.0, 0, 0, 0, 13, 0, 0, 0, 0, 1, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NEGATIVE
1.0, 0, 0, 0, 13, 0, 0, 0, 0, 5, 0, 13, 0.00369156648557, 0.00379440592708, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.000457077830591, POSITIVE
0.9, 0, 0, 0, 10, 0, 0, 0, -1, 1, 0, 10, 0.00278929618366, 0.00278929618366, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0.00278929618366, NEUTRAL
1.0, 0, 0, 0, 7, 0, 0, 0, 0, 2, 0, 7, 0.00342123125854, 0.00342123125854, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
1.0, 0, 0, 0, 15, 0, 0, 0, 0, 5, 0, 15, 0.00618897827133, 0.00629181771284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00618897827133, POSITIVE
0.923076923077, 0, 0, 0, 13, 1, 0, 1, 1, 1, 0, 12, 0.00786925913755, 0.00936546185857, 0, 0, 0, 1, 0, 0, 0, 0.0769230769231, 0, 0.00817738468785, POSITIVE
0.894736842105, 0, 0, 0, 19, 2, 0, 1, 4, 3, 0, 17, 0.00184598433852, 0.00165066615785, 0, 0, 0, 2, 0, 0, 0, 0.105263157895, 0, 0, NEUTRAL
0.923076923077, 0, 0, 0, 13, 1, 0, 1, 1, 2, 1, 12, 0.00460382513882, 0.00460382513882, 0, 0, 0, 1, 0, 0, 0, 0.0769230769231, 0, 0.0049580635279, NEGATIVE
1.0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4, 0.000389152932458, 0.000389152932458, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
1.0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 8, 0.00275127833103, 0.00255596015036, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.00167640130418, NEUTRAL
1.0, 0, 0, 0, 11, 0, 0, 0, 0, 1, 0, 11, 0.00398454946864, 0.0043677484789, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
1.0, 0, 0, 0, 9, 0, 0, 0, 0, 2, 0, 9, 0.00305487552306, 0.00315771496457, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00305487552306, POSITIVE
0.923076923077, -3, 0, 0, 13, 0, 0.0769230769231, 0, -3, 1, 0, 12, 0.00433760499121, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.00469184338028, NEGATIVE
0.75, 0, 0, 0, 12, 2, 0, 1, 6, 0, 0, 9, 0.015757710137, 0.0158605495786, 0, 0, 0, 3, 0, 0, 0, 0.25, 0, 0.015757710137, POSITIVE
0.882352941176, -2, 0, 0, 17, 0, 0.117647058824, 0, -4, 3, 0, 15, 0, 0.000914155661182, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0.000914155661182, NEGATIVE
0.916666666667, -2, 0, 0, 12, 0, 0.0833333333333, 0, -2, 1, 0, 11, 0.0025161722743, 0.0025161722743, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.00179566734983, POSITIVE
1.0, 0, 0, 1, 9, 0, 0, 0, 0, 0, 0, 9, 0.0017498756609, 0.00138312645664, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000913537810862, NEUTRAL
1.0, 0, 0, 0, 8, 0, 0, 0, 0, 1, 0, 8, 0.000389152932458, 0.00175798873683, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00126599636286, POSITIVE
1.0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 8, 0.00196960904921, 0.00235876198167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000995000724632, POSITIVE
0.8, 0, 0, 0, 10, 4, 0, 1, 6, 0, 0, 8, 0.00260732412199, 0.00315539726286, 0, 0, 0, 2, 0, 0, 0, 0.2, 0, 0.00315539726286, POSITIVE
1.0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 7, 0.00392608208788, 0.00392608208788, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00195172045725, NEUTRAL
1.0, 0, 0, 0, 27, 0, 0, 0, 0, 6, 0, 27, 0.00412703519657, 0.00432086994836, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00284594631605, POSITIVE
1.0, 0, 0, 0, 30, 0, 0, 0, 0, 5, 0, 30, 0.00828392528381, 0.00738801190985, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00523062521372, NEUTRAL
1.0, 0, 0, 0, 13, 0, 0, 0, 0, 1, 0, 13, 0.0106958373678, 0.00863508610165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00784652256575, NEUTRAL
0.9375, 0, 0, 0, 16, 0, 0, 0, -1, 2, 0, 16, 0.00872690856364, 0.00760277379377, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0.00674403221554, NEUTRAL
1.0, 0, 0, 0, 21, 0, 0, 0, 0, 5, 0, 21, 0.0124578361584, 0.0108910697889, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00259001616232, NEUTRAL
1.0, 0, 0, 0, 10, 0, 0, 0, 0, 1, 0, 10, 0.00464554182144, 0.00464554182144, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.00355603551175, NEUTRAL
0.9375, -2, 0, 0, 16, 0, 0.0625, 0, -2, 1, 1, 15, 0.00726339837594, 0.00611467781258, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0.0082801344177, NEGATIVE
1.0, 0, 0, 0, 9, 0, 0, 0, 0, 2, 1, 9, 0.00331942201576, 0.00331942201576, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
1.0, 0, 0, 0, 26, 0, 0, 0, 0, 6, 0, 26, 0.00553782046266, 0.0034518998632, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00553782046266, NEGATIVE
0.888888888889, 0, 0, 0, 9, 3, 0, 1, 3, 0, 0, 8, 0.0017035139164, 0.00242931764003, 0, 0, 0, 1, 0, 0, 0, 0.111111111111, 0, 0, POSITIVE
1.0, 0, 0, 0, 18, 0, 0, 0, 0, 3, 0, 18, 0.00817771202024, 0.00975703069182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0124100426425, NEGATIVE
1.0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 11, 0, 0.00201171467751, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.875, 0, 0, 0, 8, 2, 0, 1, 2, 0, 0, 7, 0.0041426071156, 0.00469068025647, 0, 0, 0, 1, 0, 0, 0, 0.125, 0, 0.00469068025647, NEGATIVE
1.0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 9, 0.00313452626773, 0.00359160409832, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0.00460834014008, NEGATIVE
0.933333333333, 0, 0, 0, 15, 1, 0, 1, 1, 5, 1, 14, 0.00162126482601, 0.00162126482601, 0, 0, 0, 1, 0, 0, 0, 0.0666666666667, 0, 0.00162126482601, NEGATIVE
0.714285714286, -2, 0, 0, 7, 2, 0.142857142857, 1, 0, 0, 0, 5, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0.142857142857, 0, 0.000354238389079, NEGATIVE
0.944444444444, 0, 0, 0, 18, 2, 0, 1, 2, 3, 0, 17, 0.00552809155898, 0.00459927496978, 0, 0, 0, 1, 0, 0, 0, 0.0555555555556, 0, 0.00124617433714, NEUTRAL
0.857142857143, -2, 0, 1, 14, 0, 0.142857142857, 0, -4, 0, 0, 12, 0.000720504924465, 0.000720504924465, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, POSITIVE
1.0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 7, 0.00114280192498, 0.00133663667677, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00114280192498, POSITIVE
1.0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, POSITIVE
1.0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
1.0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, POSITIVE
0.909090909091, -2, 0, 0, 11, 0, 0.0909090909091, 0, -2, 1, 0, 10, 0.00662313692753, 0.00672597636904, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.00590013800604, POSITIVE
0.941176470588, 0, 0, 0, 17, 3, 0, 1, 3, 5, 1, 16, 0.000559299421783, 0.00104533787355, 0, 0, 0, 1, 1, 0, 0, 0.0588235294118, 0, 0, POSITIVE
1.0, 0, 0, 0, 13, 0, 0, 0, 0, 1, 1, 13, 0.00852021213295, 0.00815346292869, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00545040396084, NEUTRAL
1.0, 0, 0, 0, 15, 0, 0, 0, 0, 4, 0, 15, 0.013474638603, 0.0132793204223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00372457562963, NEUTRAL
